,id,iata,icao,description
1602,11726,FOE,KFOE,"Topeka, KS: Topeka Regional"
1603,11727,FOG,LIBF,"Foggia, Italy: Foggia Airport"
1604,11728,FOK,KFOK,"Westhampton, NY: Francis S. Gabreski"
1605,11730,FOR,SBFZ,"Fortaleza, Brazil: Pinto Martins International"
1606,11731,FPO,MYGF,"Freeport, The Bahamas: Grand Bahama International"
1607,11732,FPR,KFPR,"Fort Pierce, FL: Treasure Coast International"
1608,11733,FPY,KFPY,"Perry, FL: Perry-Foley"
1631,11760,FRA,EDDF,"Frankfurt, Germany: Frankfurt Main"
1632,11761,FRC,SIMK,"Franca, Brazil: Tenente Lund Pressoto"
1633,11762,FRD,KFHR,"Friday Harbor, WA: Friday Harbor Airport"
1635,11764,FRG,KFRG,"East Farmingdale, NY: Republic"
1636,11765,FRL,LIPK,"Forli, Italy: Forli Airport"
1637,11766,FRM,KFRM,"Fairmont, MN: Fairmont Municipal"
1638,11767,FRO,ENFL,"Floro, Norway: Floro Airport"
1640,11769,FRR,KFRR,"Front Royal, VA: Front Royal-Warren County"
1641,11770,FRS,MGTK,"Flores, Guatemala: Flores Airport"
1642,11771,FRU,UCFM,"Bishkek, Kyrgyzstan: Manas"
1643,11773,FRY,KIZG,"Fryeburg, ME: Eastern Slopes Regional"
1644,11774,FSC,LFKF,"Figari, France: Figari Sud Corse"
1645,11775,FSD,KFSD,"Sioux Falls, SD: Joe Foss Field"
1646,11776,FSI,KFSI,"Fort Sill, OK: Henry Post AAF"
1647,11777,FSK,KFSK,"Fort Scott, KS: Fort Scott Municipal"
1648,11778,FSM,KFSM,"Fort Smith, AR: Fort Smith Regional"
1649,11779,FSP,LFVP,"St. Pierre, Saint Pierre and Miquelon: Saint Pierre"
1650,11780,FST,KFST,"Ft. Stockton, TX: Fort Stockton Pecos County"
1651,11781,FSZ,RJNS,"Shizuoka, Japan: Shizuoka Airport"
1653,11783,FTE,SAWC,"El Calafate, Argentina: El Calafate Airport"
1654,11785,FTK,KFTK,"Fort Knox, KY: Godman AAF"
1656,11787,FTU,FMSD,"Fort Dauphin, Madagascar: Marillac"
1657,11788,MVZ,FVMV,"Masvingo, Zimbabwe: Masvingo International"
1658,11789,FTW,KFTW,"Dallas/Fort Worth, TX: Fort Worth Meacham International"
1659,11791,FUE,GCFV,"Fuerteventura, Spain: Fuerteventura Airport"
1660,11792,FUJ,RJFE,"Fukue, Japan: Fukue Airport"
1661,11793,FUK,RJFF,"Fukuoka, Japan: Fukuoka Airport"
1662,11794,FUL,KFUL,"Fullerton, CA: Fullerton Municipal"
1663,11795,FUN,NGFU,"Funafuti, Tuvalu: Funafuti International"
1664,11796,FUT,NLWF,"Futuna Island, Wallis and Futuna: Futuna Pointe Vele"
1690,11823,FWA,KFWA,"Fort Wayne, IN: Fort Wayne International"
1691,11824,FWH,KNFW,"Fort Worth, TX: Fort Worth NAS JRB/Carswell Field"
1692,11825,FWL,0AA4,"Farewell, AK: Farewell Airport"
1694,11827,FXE,KFXE,"Fort Lauderdale, FL: Fort Lauderdale Executive"
1696,11829,FXO,FQCB,"Nova Freixo, Mozambique: Nova Freixo Airport"
1697,11831,FXY,KFXY,"Forest City, IA: Forest City Municipal"
1698,11832,FYT,FTTY,"Faya-Largeau, Chad: Faya-Largeau Airport"
1699,11833,FYU,PFYU,"Fort Yukon, AK: Fort Yukon Airport"
1700,11834,FYV,KFYV,"Fayetteville, AR: Drake Field"
1701,11835,FZO,EGTG,"Filton, United Kingdom: Bristol Filton"
1705,11839,GAC,MHGS,"Gracias, Honduras: Gracias Airport"
1706,11840,GAD,KGAD,"Gadsden, AL: Northeast Alabama Regional"
1707,11841,GAE,DTTG,"Gabes, Tunisia: Matmata Northeast"
1708,11842,GAI,KGAI,"Gaithersburg, MD: Montgomery County Airpark"
1709,11843,GAJ,RJSC,"Yamagata, Japan: Yamagata Airport"
1710,11844,GAL,PAGA,"Galena, AK: Edward G. Pitka Sr."
1711,11845,GAM,PAGM,"Gambell, AK: Gambell Airport"
1712,11846,GAN,VRMG,"Gan Island, Maldives: Gan Island Airport"
1713,11847,GAO,MUGT,"Guantanamo, Cuba: Los Canos"
1714,11848,GAQ,GAGO,"Gao, Mali: Gao Airport"
1715,11849,GAR,AYGI,"Garaina, Papua New Guinea: Garaina Airport"
1716,11850,GAT,LFNA,"Gap, France: Gap Tallard"
1717,11852,GAW,VYGG,"Gangaw, Burma: Gangaw Airport"
1718,11853,GAY,VEGY,"Gaya, India: Gaya Airport"
1720,11855,GBA,EGBP,"Goose Bay, AK: Goose Bay AAF"
1721,11856,GBD,KGBD,"Great Bend, KS: Great Bend Municipal"
1722,11857,GBE,FBSK,"Gaborone, Botswana: Sir Seretse Khama International"
1723,11858,GBG,KGBG,"Galesburg, IL: Galesburg Municipal"
1724,11859,GBH,PAGB,"Galbraith Lake, AK: Galbraith Lake Airport"
1725,11860,GBJ,TFFM,"Marie Galante, Guadeloupe: Marie Galante Airport"
1726,11861,GBK,GFGK,"Gbangbatok, Sierra Leone: Gbangbatok Airport"
1727,11862,GBR,KGBR,"Great Barrington, MA: Walter J. Koladza"
1728,11863,GBU,HSKG,"Khashm El Girba, Sudan: Khashm El Girba Airport"
1730,11866,GCI,EGJB,"Guernsey, United Kingdom: Guernsey Airport"
1731,11867,GCK,KGCK,"Garden City, KS: Garden City Regional"
1732,11868,GCM,MWCR,"Grand Cayman, Cayman Islands: Owen Roberts International"
1733,11869,GCN,KGCN,"Grand Canyon, AZ: Grand Canyon National Park"
1734,11870,GCY,KGCY,"Greeneville, TN: Municipal"
1735,11871,GDC,KGYH,"Greenville, SC: Donaldson Field"
1736,11872,GDE,HAGO,"Gode, Ethiopia: Gode Airport"
1738,11875,GDM,KGDM,"Gardner, MA: Gardner Municipal"
1739,11876,GDN,EPGD,"Gdansk, Poland: Gdansk Lech Walesa"
1740,11877,GDQ,HAGN,"Gondar, Ethiopia: Gonder Atse Tewodros"
1741,11878,GDT,MBGT,"Grand Turk, Turks and Caicos Islands: JAGS McCartney International"
1742,11879,GDV,KGDV,"Glendive, MT: Dawson Community"
1743,11880,GDW,KGDW,"Gladwin, MI: Gladwin Zettel Memorial"
1744,11882,GEA,NWWM,"Noumea, New Caledonia: Noumea Magenta"
1745,11883,GED,KGED,"Georgetown, DE: Delaware Coastal"
1746,11884,GEG,KGEG,"Spokane, WA: Spokane International"
1748,11886,GEL,SBNM,"Santo Angelo, Brazil: Santo Angelo Airport"
1750,11887,OSL,ENGM,"Oslo, Norway: Gardermoen"
1751,11888,GEO,SYCJ,"Georgetown, Guyana: Cheddi Jagan International"
1752,11889,GER,MUNG,"Nueva Gerona, Cuba: Rafael Cabrera"
1753,11890,GES,RPMR,"General Santos, Philippines: General Santos Airport"
1754,11891,GET,YGEL,"Geraldton, Australia: Geraldton Airport"
1755,11892,GEV,ESNG,"Gallivare, Sweden: Gallivare Airport"
1756,11893,GEY,KGEY,"Greybull, WY: South Big Horn County"
1760,11897,GFF,YGTH,"Griffith, Australia: Griffith Airport"
1761,11898,GFK,KGFK,"Grand Forks, ND: Grand Forks International"
1762,11899,GFL,KGFL,"Glens Falls, NY: Floyd Bennett Memorial"
1763,11900,GFN,YGFN,"Grafton, Australia: Grafton Airport"
1764,11901,GFO,SYBT,"Bartica, Guyana: Bartica Airport"
1765,11902,GFR,LFRF,"Granville, France: Granville Mont Saint Michel"
1766,11903,GFY,FYGF,"Grootfontein, Namibia: Grootfontein Airport"
1767,11904,GGE,KGGE,"Georgetown, SC: Georgetown County"
1768,11905,GGG,KGGG,"Longview, TX: East Texas Regional"
1769,11906,GGN,DIGA,"Gagnoa, Cote d'Ivoire: Gagnoa Airport"
1770,11907,GGT,MYEF,"Moss Town, The Bahamas: Exuma International"
1771,11909,GHA,DAUG,"Ghardaia, Algeria: Noumerat Moufdi Zakaria"
1772,11910,GHB,MYEM,"Governors Harbour, The Bahamas: Governors Harbour Airport"
1773,11911,GHC,MYBG,"Great Harbour Cay, The Bahamas: Great Harbour Cay Airport"
1774,11912,GHT,HLGT,"Ghat, Libya: Ghat Airport"
1775,11913,GHU,SAAG,"Gualeguaychu, Argentina: Gualeguaychu Airport"
1776,11914,GIB,LXGB,"Gibraltar, Gibraltar: Gibraltar Airport"
1777,11915,GIG,SBGL,"Rio de Janeiro, Brazil: Galeao Antonio Carlos Jobim International"
1778,11916,GIL,OPGT,"Gilgit, Pakistan: Gilgit Airport"
1779,11917,GIS,NZGS,"Gisborne, New Zealand: Gisborne Airport"
1780,11918,GIZ,OEGN,"Gizan, Saudi Arabia: Gizan Saudia Arabia"
1781,11919,GJA,MHNJ,"Guanaja Island, Honduras: Guanaja"
1782,11920,GJM,SBGM,"Guajara-Mirim, Brazil: Guajara Mirim"
1783,11921,GJT,KGJT,"Grand Junction, CO: Grand Junction Regional"
1784,11922,GKA,AYGA,"Goroka, Papua New Guinea: Goroka Airport"
1785,11923,GKL,YGKL,"Great Keppel Island, Australia: Bonnie Doon"
1786,11924,GKN,PAGK,"Gulkana, AK: Gulkana Airport"
1789,11928,GLA,EGPF,"Glasgow, United Kingdom: Glasgow Airport"
1790,11930,GLF,MRGF,"Golfito, Costa Rica: Golfito Airport"
1791,11931,GLH,KGLH,"Greenville, MS: Greenville Mid Delta"
1792,11932,GLI,YGLI,"Glen Innes, Australia: Glen Innes Airport"
1793,11934,GLM,YGLO,"Glenormiston, Australia: Glenormiston Airport"
1795,11936,GLO,EGBJ,"Gloucester/Cheltenham, United Kingdom: Gloucestershire"
1797,11938,GLR,KGLR,"Gaylord, MI: Gaylord Regional"
1798,11939,GLS,KGLS,"Galveston, TX: Scholes International at Galveston"
1799,11940,GLT,YGLA,"Gladstone, Australia: Gladstone Airport"
1800,11941,GLV,PAGL,"Golovin, AK: Golovin Airport"
1801,11942,GLW,KGLW,"Glasgow, KY: Glasgow Municipal"
1802,11943,GMA,FZFK,"Gemena, Congo (Kinshasa): Gemena Airport"
1804,11945,GMP,RKSS,"Seoul, South Korea: Gimpo International"
1805,11946,GMT,PAGZ,"Granite Mountain, AK: Granite Mountain AS"
1806,11947,GMU,KGMU,"Greenville, SC: Greenville Downtown"
1807,11948,GNA,UMMG,"Hrodna, Belarus: Hrodna Airport"
1808,11950,GND,TGPY,"Grenada, Grenada: Maurice Bishop International"
1809,11951,GNR,SAHR,"General Roca, Argentina: General Roca Airport"
1810,11952,GNU,KGNU,"Goodnews Bay, AK: Goodnews"
1811,11953,GNV,KGNV,"Gainesville, FL: Gainesville Regional"
1812,11954,GOA,LIMJ,"Genoa, Italy: Genova/Sestri"
1813,11955,GOB,HAGB,"Goba, Ethiopia: Goba Airport"
1814,11956,GOH,BGGH,"Nuuk, Greenland: Nuuk Airport"
1816,11957,GOI,VOGO,"Goa, India: Goa Airport"
1817,11959,GOL,K4S1,"Gold Beach, OR: Gold Beach Municipal"
1818,11960,GOM,FZNA,"Goma, Congo (Kinshasa): Goma Airport"
1819,11961,GON,KGON,"New London/Groton, CT: Groton-New London"
1820,11962,GOO,YGDI,"Goondiwindi, Australia: Goondiwindi Airport"
1821,11963,GOP,VEGK,"Gorakhpur, India: Gorakhpur Airport"
1822,11964,GOR,HAGR,"Gore, Ethiopia: Gore Airport"
1824,11966,GOT,ESGG,"Gothenburg, Sweden: Landvetter"
1825,11967,GOU,FKKR,"Garoua, Cameroon: Garoua Airport"
1826,11968,GOV,YPGV,"Gove, Australia: Gove Airport"
1827,11969,GOZ,LBGO,"Gorna Oryahovitsa, Bulgaria: Gorna Oryahovitsa Airport"
1828,11970,GPI,SKGP,"Guapi, Colombia: Guapi Airport"
1830,11972,GPS,SEGS,"Galapagos Islands, Ecuador: Baltra"
1831,11973,GPT,KGPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International"
1832,11974,GPZ,KGPZ,"Grand Rapids, MN: Grand Rapids/Itasca County-Gordon Newstrom Field"
1833,11975,GQQ,KGQQ,"Galion, OH: Horning"
1835,11977,GRB,KGRB,"Green Bay, WI: Green Bay Austin Straubel International"
1836,11978,GRD,KGRD,"Greenwood, SC: Greenwood County"
1837,11979,GRF,KGRF,"Tacoma, WA: Gray AAF"
1838,11980,GRI,KGRI,"Grand Island, NE: Central Nebraska Regional"
1839,11981,GRJ,FAGG,"George, South Africa: George Airport"
1840,11982,GRK,KGRK,"Killeen, TX: Robert Gray AAF"
1841,11983,GRO,LEGE,"Gerona, Spain: Gerona Costa Brava"
1842,11984,GRP,SWGI,"Gurupi, Brazil: Gurupi Airport"
1843,11985,GRQ,EHGG,"Groningen, Netherlands: Eelde"
1844,11986,GRR,KGRR,"Grand Rapids, MI: Gerald R. Ford International"
1845,11987,GRS,LIRS,"Grosseto, Italy: Grosseto Airport"
1846,11988,GRU,SBGR,"Sao Paulo, Brazil: Guarulhos Gov Andre Franco Montoro"
1847,11989,GRW,LPGR,"Graciosa Island, Portugal: Graciosa Island Airport"
1848,11990,GRX,LEGR,"Granada, Spain: Granada Airport"
1849,11991,GRZ,LOWG,"Graz, Austria: Graz Airport"
1850,11992,GSB,KGSB,"Goldsboro, NC: Seymour Johnson AFB"
1851,11993,GSE,ESGP,"Gothenburg, Sweden: Gothenburg City"
1852,11994,GSH,KGSH,"Goshen, IN: Goshen Municipal"
1853,11995,GSO,KGSO,"Greensboro/High Point, NC: Piedmont Triad International"
1854,11996,GSP,KGSP,"Greer, SC: Greenville-Spartanburg International"
1855,11997,GST,PAGS,"Gustavus, AK: Gustavus Airport"
1859,12002,GTE,YGTE,"Groote Island, Australia: Groote Eylandt"
1860,12003,GTF,KGTF,"Great Falls, MT: Great Falls International"
1862,12005,GTN,NZGT,"Mount Cook, New Zealand: Glentanner"
1863,12006,GTO,WAMG,"Gorontalo, Indonesia: Djalaluddin"
1864,12007,GTR,KGTR,"Columbus, MS: Golden Triangle Regional"
1865,12009,GTW,LKHO,"Zlin, Czech Republic: Holesov"
1866,12010,GUA,MGGT,"Guatemala City, Guatemala: La Aurora International"
1867,12011,GUB,MMGR,"Guerrero Negro, Mexico: Guerrero Negro Airport"
1868,12012,GUC,KGUC,"Gunnison, CO: Gunnison-Crested Butte Regional"
1869,12013,GUD,GAGM,"Goundam, Mali: Goundam Airport"
1870,12014,GUH,YGDH,"Gunnedah, Australia: Gunnedah Airport"
1871,12015,GUI,SVGI,"Guiria, Venezuela: Almirante Cristobal Colon"
1872,12016,GUM,PGUM,"Guam, TT: Guam International"
1874,12018,GUP,KGUP,"Gallup, NM: Gallup Municipal"
1875,12019,GUQ,SVGU,"Guanare, Venezuela: Guanare Airport"
1876,12020,GUR,AYGN,"Alotau, Papua New Guinea: Gurney"
1877,12021,GUS,KGUS,"Peru, IN: Grissom ARB"
1878,12022,GUT,ETUO,"Gutersloh, Germany: Gutersloh Airport"
1879,12023,GUW,UATG,"Atyrau, Kazakhstan: Atyrau Airport"
1880,12024,GUY,KGUY,"Guymon, OK: Guymon Municipal"
1881,12025,GUZ,SNGA,"Guiratinga, Brazil: Guiratinga Airport"
1882,12026,GVA,LSGG,"Geneva, Switzerland: Geneva Airport"
1883,12027,GVE,KGVE,"Gordonville, VA: Gordonsville Municipal"
1884,12028,GVL,KGVL,"Gainesville, GA: Lee Gilmer Memorial"
1886,12031,GVT,KGVT,"Greenville, TX: Majors"
1888,12033,GVX,ESSK,"Gavle, Sweden: Gavle Airport"
1889,12034,GWD,OPGD,"Gwadar, Pakistan: Gwadar International"
1890,12035,GWE,FVTL,"Gweru, Zimbabwe: Gweru Thornhill"
1891,12038,GWL,VIGR,"Gwalior, India: Gwalior Airport"
1892,12039,GWO,KGWO,"Greenwood, MS: Greenwood/Leflore"
1894,12041,GWS,KGWS,"Glenwood Springs, CO: Glenwood Springs Municipal"
1895,12042,GWT,EDXW,"Westerland-Sylt, Germany: Sylt"
1896,12044,GWY,EICM,"Galway, Ireland: Carnmore"
1897,12045,GXF,OYSY,"Sayun, Yemen: Sayun International"
1899,12047,GXQ,SCCY,"Coyhaique, Chile: Teniente Vidal"
1900,12048,GXX,FKKJ,"Yagoua, Cameroon: Yagoua Ville"
1901,12049,GYA,SLGY,"Guayaramerin, Bolivia: Guayaramerin Airport"
1903,12051,GYE,SEGU,"Guayaquil, Ecuador: Jose Joaquin de Olmedo International"
1904,12054,GYR,KGYR,"Goodyear, AZ: Phoenix Goodyear"
1906,12056,GZO,AGGN,"Gizo, Solomon Islands: Gizo Airport"
1907,12057,GZT,LTAJ,"Gaziantep, Turkey: Gaziantep Airport"
1908,12058,HAB,KHAB,"Hamilton, AL: Marion County"
1909,12059,HAC,RJTH,"Hachijo Jima Island, Japan: Hachijo Jima Island Airport"
1910,12060,HAD,ESMT,"Halmstad, Sweden: Halmstad Airport"
1912,12062,HAF,KHAF,"Half Moon Bay, CA: Half Moon Bay Airport"
1913,12063,HAH,FMCH,"Moroni, Comoros: Prince Said Ibrahim"
1914,12064,HAJ,EDDV,"Hannover, Germany: Hannover Airport"
1915,12065,HAK,ZJHK,"Haikou, China: Meilan"
1916,12066,HAM,EDDH,"Hamburg, Germany: Hamburg Airport"
1917,12067,HAN,VVNB,"Hanoi, Vietnam: Noibai International"
1918,12068,HAO,KHAO,"Hamilton, OH: Butler County Regional Hogan Field"
1920,12070,HAR,KCXY,"Harrisburg, PA: Capital City"
1921,12071,HAS,OEHL,"Hail, Saudi Arabia: Hail Airport"
1922,12072,HAU,ENHD,"Haugesund, Norway: Karmoy"
1923,12073,HAV,MUHA,"Havana, Cuba: Jose Marti International"
1924,12074,HAY,SKAG,"Haycock, AK: Haycock Airport"
1925,12075,HBA,YMHB,"Hobart, Australia: Hobart Airport"
1927,12077,HBE,HEBA,"Alexandria, Egypt: Borg El Arab"
1928,12078,HBG,KHBG,"Hattiesburg, MS: Hattiesburg Bobby L. Chain Municipal"
1932,12082,HBT,OEKK,"Hafr Al Batin, Saudi Arabia: Al Batin"
1935,12085,HCA,KBPG,"Big Spring, TX: Howard County"
1937,12087,HCR,PAHC,"Holy Cross, AK: Holy Cross Airport"
1940,12090,HDD,OPKD,"Hyderabad, Pakistan: Hyderabad Airport"
1941,12091,HDF,EDAH,"Heringsdorf, Germany: Heringsdorf Airport"
1942,12092,HDH,PHDH,"Mokuleia, HI: Dillingham"
1943,12093,HDM,OIHH,"Hamadan, Iran: Hamadan Airport"
1944,12094,HDN,KHDN,"Hayden, CO: Yampa Valley"
1945,12095,HDS,FAHS,"Hoedspruit, South Africa: Hoedspruit Airport"
1946,12096,HDY,VTSS,"Hat Yai, Thailand: Hat Yai International"
1947,12098,HED,AK33,"Herendeen, AK: Herendeen Bay"
1948,12099,HEH,VYHH,"Heho, Burma: Heho Airport"
1949,12100,HEI,EDXB,"Heide/Busum, Germany: Heide Buesum"
1950,12101,HEL,EFHK,"Helsinki, Finland: Helsinki Vantaa"
1951,12102,HER,LGIR,"Heraklion, Greece: Nikos Kazantzakis"
1952,12103,HES,KHRI,"Hermiston, OR: Hermiston Municipal"
1953,12104,HET,ZBHH,"Hohhot, China: Baita"
1955,12106,HEZ,KHEZ,"Natchez, MS: Hardy-Anders Field Natchez-Adams County"
1956,12107,HFA,LLHA,"Haifa, Israel: Haifa Airport"
1957,12108,HFD,KHFD,"Hartford, CT: Hartford Brainard"
1958,12110,HFF,KHFF,"Hoffman, NC: Mackall AAF"
1959,12111,HFN,BIHN,"Hofn, Iceland: Hornafjordur"
1960,12112,HFT,ENHF,"Hammerfest, Norway: Hammerfest Airport"
1961,12113,HGA,HCMH,"Hargeisa, Somalia: Egal International"
1962,12114,HGD,YHUG,"Hughenden, Australia: Hughenden Airport"
1963,12115,HGH,ZSHC,"Hangzhou, China: Xiaoshan"
1964,12116,HGL,EDXH,"Dune, Germany: Helgoland Duene"
1965,12117,HGN,VTCH,"Mae Hong Son, Thailand: Mae Hong Son Airport"
1966,12118,HGO,DIKO,"Korhogo, Cote d'Ivoire: Korhogo Airport"
1967,12119,HGR,KHGR,"Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field"
1968,12120,HGS,GFHA,"Freetown, Sierra Leone: Hastings"
1969,12121,HGU,AYMH,"Mount Hagen, Papua New Guinea: Mount Hagen Airport"
1970,12122,HGZ,2AK6,"Hogatza, AK: Hogatza Airport"
1971,12123,HHE,RJSH,"Hachinohe, Japan: Hachinohe Airport"
1972,12124,HHH,KHXD,"Hilton Head, SC: Hilton Head Airport"
1973,12125,HHN,EDFH,"Hahn, Germany: Frankfurt Hahn"
1975,12127,HHR,KHHR,"Hawthorne, CA: Jack Northrop Field/Hawthorne Municipal"
1976,12128,HIA,ZSSH,"Hiawatha, KS: Hiawatha Municipal"
1978,12129,HIB,KHIB,"Hibbing, MN: Range Regional"
1979,12130,HIE,KHIE,"Whitefield, NH: Mount Washington Regional"
1980,12131,HIF,KHIF,"Ogden, UT: Hill AFB"
1981,12132,HII,KHII,"Lake Havasu City, AZ: Lake Havasu City Airport"
1982,12132,LHU,FYLS,"Lake Havasu City, AZ: Lake Havasu City Airport"
1983,12973,HII,KHII,"Lake Havasu City, AZ: Lake Havasu City Airport"
1984,12973,LHU,FYLS,"Lake Havasu City, AZ: Lake Havasu City Airport"
1985,12133,HIJ,RJOA,"Hiroshima, Japan: Hiroshima Airport"
1987,12134,HNL,PHNL,"Honolulu, HI: Daniel K Inouye International"
1989,12173,HNL,PHNL,"Honolulu, HI: Daniel K Inouye International"
1990,12135,HIN,RKPS,"Jinju, South Korea: Sacheon AB"
1991,12136,HIO,KHIO,"Hillsboro, OR: Portland Hillsboro"
1992,12137,HIR,AGGH,"Honiara, Solomon Islands: Honiara International"
1994,12139,HJR,VAKJ,"Khajuraho, India: Khajuraho Airport"
1995,12140,HKA,KHKA,"Blytheville, AR: Blytheville Municipal"
1997,12142,HKD,RJCH,"Hakodate, Japan: Hakodate Airport"
1998,12143,HKG,VHHH,"Hong Kong, Hong Kong: Hong Kong International"
1999,12144,HKK,NZHK,"Hokitika, New Zealand: Hokitika Airport"
2000,12145,HKN,AYHK,"Hoskins, Papua New Guinea: Hoskins Airport"
2002,12147,HKS,KHKS,"Jackson, MS: Hawkins Field"
2003,12148,HKT,VTSP,"Phuket, Thailand: Phuket International"
2004,12149,HKY,KHKY,"Hickory, NC: Hickory Regional"
2005,12150,HLA,FALA,"Lanseria, South Africa: Lanseria International"
2006,12151,HLD,ZBLA,"Hailar, China: Hailar Airport"
2007,12153,HLG,KHLG,"Wheeling, WV: Wheeling Ohio County"
2008,12154,HLI,KCVH,"Hollister, CA: Hollister Municipal"
2010,12156,HLN,KHLN,"Helena, MT: Helena Regional"
2012,12158,HLP,WIHH,"Jakarta, Indonesia: Halim Perdanakusuma International"
2013,12159,HLT,YHML,"Hamilton, Australia: Hamilton Airport"
2014,12160,HLZ,NZHN,"Hamilton, New Zealand: Hamilton Airport"
2015,12162,HME,DAUH,"Hassi Messaoud, Algeria: Krim Belkacem"
2016,12163,HMN,KHMN,"Alamogordo, NM: Holloman AFB"
2018,12166,HMT,KHMT,"Hemet, CA: Hemet-Ryan"
2019,12167,HNA,RJSI,"Hanamaki, Japan: Hanamaki Airport"
2020,12168,HNC,KHSE,"Hatteras, NC: Billy Mitchell"
2021,12169,HND,RJTT,"Tokyo, Japan: Tokyo International"
2023,12171,HNH,PAOH,"Hoonah, AK: Hoonah Airport"
2024,12174,HNM,PHHN,"Hana, HI: Hana Airport"
2025,12175,HNS,PAHN,"Haines, AK: Haines Airport"
2026,12177,HOB,KHOB,"Hobbs, NM: Lea County Regional"
2027,12178,HOD,OYHD,"Hodeidah, Yemen: Hodeidah International"
2028,12179,HOF,OEAH,"Hofuf, Saudi Arabia: Al Ahsa"
2029,12180,HOG,MUHG,"Holguin, Cuba: Frank Pais International"
2030,12181,HOI,NTTO,"Hao Island, French Polynesia: Hao"
2031,12182,HOK,YHOO,"Hooker Creek, Australia: Hooker Creek Airport"
2033,12184,HOM,PAHO,"Homer, AK: Homer Airport"
2034,12185,HON,KHON,"Huron, SD: Huron Regional"
2035,12187,HOP,KHOP,"Hopkinsville, KY: Campbell AAF"
2036,12188,HOQ,EDQM,"Hof, Germany: Hof Plauen"
2037,12189,HOR,LPHR,"Horta, Portugal: Horta Airport"
2038,12190,HOT,KHOT,"Hot Springs, AR: Memorial Field"
2039,12191,HOU,KHOU,"Houston, TX: William P Hobby"
2041,12194,HPA,NFTL,"Lifuka, Tonga: Salote Pilolevu"
2042,12195,HPB,PAHP,"Hooper Bay, AK: Hooper Bay Airport"
2043,12196,HPH,VVCI,"Hai Phong, Vietnam: Catbi International"
2044,12197,HPN,KHPN,"White Plains, NY: Westchester County"
2045,12198,HPT,KHPT,"Hampton, IA: Hampton Municipal"
2046,12199,HPV,HI01,"Hanalei, HI: Princeville"
2047,12200,HQM,KHQM,"Hoquiam, WA: Bowerman"
2048,12201,HRB,ZYHB,"Harbin, China: Taiping"
2049,12203,HRE,FVHA,"Harare, Zimbabwe: Robert Gabriel Mugabe International"
2050,12204,HRG,HEGN,"Hurghada, Egypt: Hurghada International"
2051,12205,HRK,UKHH,"Kharkov, Ukraine: Kharkov Airport"
2052,12206,HRL,KHRL,"Harlingen/San Benito, TX: Valley International"
2053,12207,HRO,KHRO,"Harrison, AR: Boone County"
2054,12209,HRT,EGXU,"Harrogate, United Kingdom: Linton-On-Ouse"
2056,12211,HSH,KHND,"Las Vegas, NV: Henderson Executive"
2057,12212,HSI,KHSI,"Hastings, NE: Hastings Municipal"
2058,12213,HSK,LEHC,"Huesca, Spain: Huesca Airport"
2059,12214,HSL,PAHL,"Huslia, AK: Huslia Airport"
2060,12215,HSP,KHSP,"Hot Springs, VA: Ingalls Field"
2061,12216,HST,KHST,"Homestead, FL: Homestead ARB"
2062,12217,HSV,KHSV,"Huntsville, AL: Huntsville International-Carl T Jones Field"
2063,12218,HTA,UIAA,"Chita, Russia: Kadala"
2065,12220,HTH,KHTH,"Hawthorne, NV: Hawthorne Industrial"
2066,12221,HTI,YBHM,"Hamilton Island, Australia: Hamilton Island Airport"
2067,12223,HTS,KHTS,"Ashland, WV: Tri-State/Milton J. Ferguson Field"
2068,12224,HTZ,SKHC,"Hato Corozal, Colombia: Hato Corozal Airport"
2069,12225,HUA,KHUA,"Huntsville, AL: Redstone AAF"
2070,12226,HUC,KX63,"Humacao, PR: Dr Hermenegildo Ortiz Quinones"
2071,12227,HUE,HAHU,"Humera, Ethiopia: Humera Airport"
2072,12228,HUF,KHUF,"Terre Haute, IN: Terre Haute Regional"
2073,12229,HUG,MGHT,"Huehuetenango, Guatemala: Huehuetenango Airport"
2074,12230,HUH,NTTH,"Huahine, French Polynesia: Huahine Fare"
2075,12231,HUI,VVPB,"Hue, Vietnam: Phubai International"
2076,12232,HUL,KHUL,"Houlton, ME: Houlton International"
2077,12233,HUM,KHUM,"Houma, LA: Houma Terrebonne"
2078,12234,HUN,RCYU,"Hualien, Taiwan: Hualien Airport"
2079,12235,HUS,PAHU,"Hughes, AK: Hughes Airport"
2080,12236,HUT,KHUT,"Hutchinson, KS: Hutchinson Regional"
2081,12237,HUU,SPNC,"Huanuco, Peru: Alferez FAP David Figueroa Fernandini"
2083,12239,HUX,MMBT,"Santa Cruz/Huatulco, Mexico: Bahias de Huatulco International"
2084,12240,HUY,EGNJ,"Humberside, United Kingdom: Humberside Airport"
2085,12241,HVA,FMNL,"Analalava, Madagascar: Analalava Airport"
2086,12242,HVB,YHBA,"Hervey Bay, Australia: Hervey Bay Airport"
2088,12244,HVN,KHVN,"New Haven, CT: Tweed New Haven"
2089,12245,HVR,KHVR,"Havre, MT: Havre City-County"
2090,12246,HVS,KHVS,"Hartsville, SC: Hartsville Regional"
2091,12247,HWD,KHWD,"Hayward, CA: Hayward Executive"
2095,12254,HYR,KHYR,"Hayward, WI: Sawyer County"
