,id,iata,icao,description
5316,15841,WRG,PAWG,"Wrangell, AK: Wrangell Airport"
5317,15842,WRI,KWRI,"Fort Dix, NJ: McGuire Field"
5318,15843,WRL,KWRL,"Worland, WY: Worland Municipal"
5319,15845,WRO,EPWR,"Wroclaw, Poland: Strachowice"
5321,15847,WSG,KAFJ,"Washington, PA: Washington County"
5322,15848,WSH,KHWV,"Shirley, NY: Brookhaven"
5324,15849,WWA,PAWS,"Wasilla, AK: Wasilla Airport"
5326,15881,WWA,PAWS,"Wasilla, AK: Wasilla Airport"
5328,15852,WSM,KWSM,"Wiseman, AK: Wiseman Airport"
5329,15853,WSN,PFWS,"South Naknek, AK: South Naknek 2"
5330,15854,WSP,MNWP,"Waspam, Nicaragua: Waspam Airport"
5331,15855,WST,KWST,"Westerly, RI: Westerly State"
5333,15857,WSY,YWHI,"Shute Harbour/Whitsunday, Australia: Whitsunday Airstrip"
5334,15858,WSZ,NZWS,"Westport, New Zealand: Westport Airport"
5336,15860,WTD,MYGW,"West End, The Bahamas: West End Airport"
5337,15861,WTK,PAWN,"Noatak, AK: Noatak Airport"
5338,15862,WTL,KA61,"Tuntutuliak, AK: Tuntutuliak Airport"
5339,15863,WTN,EGXW,"Waddington, United Kingdom: RAF Waddington"
5340,15864,WTR,KE24,"Whiteriver, AZ: Whiteriver Airport"
5341,15865,WTS,FMMX,"Tsiroanomandidy, Madagascar: Tsiroanomandidy Airport"
5343,15867,WUG,AYWU,"Wau, Papua New Guinea: Wau Airport"
5344,15868,WUH,ZHHH,"Wuhan, China: Tianhe"
5347,15871,WUU,HSWW,"Wau, South Sudan: Wau Airport"
5348,15872,WUX,ZSWX,"Wuxi, China: Shuofang"
5351,15875,WVB,FYWB,"Walvis Bay, Namibia: Walvis Bay Airport"
5352,15877,WVI,KWVI,"Watsonville, CA: Watsonville Municipal"
5353,15878,WVK,FMSK,"Manakara, Madagascar: Manakara Airport"
5354,15879,WVL,KWVL,"Augusta/Waterville, ME: Waterville Robert Lafleur"
5355,15882,WWD,KWWD,"Cape May, NJ: Cape May County"
5357,15886,WWR,KWWR,"Woodward, OK: West Woodward"
5359,15893,WYA,YWHA,"Whyalla, Australia: Whyalla Airport"
5361,15895,WYE,GFYE,"Yengema, Sierra Leone: Yengema Airport"
5362,15896,WYN,YWYM,"Wyndham, Australia: Wyndham Airport"
5363,15897,WYS,KWYS,"West Yellowstone, MT: Yellowstone"
5366,15902,XBE,CNE3,"Bearskin Lake, Canada: Bearskin Lake Airport"
5367,15903,XBR,CNL3,"Brockville, Canada: Brockville Regional Tackaberry"
5368,15904,XCH,YPXM,"Christmas Island, Christmas Island: Christmas Island Airport"
5369,15905,XCL,CJS3,"Cluff Lake, Canada: Cluff Lake Airport"
5370,15906,XCR,LFOK,"Chalons-En-Champagne, France: Chalons Vatry"
5371,15907,XES,KC02,"Lake Geneva, WI: Americana"
5372,15908,XIC,ZUXC,"Xichang, China: Qingshan"
5373,15910,XIY,ZLXY,"Xi'an, China: Xianyang"
5374,15913,XLS,GOSS,"St. Louis, Senegal: Saint Louis"
5375,15914,XLW,EDWD,"Lemwerder, Germany: Lemwerder Airport"
5376,15915,XMD,KMDS,"Madison, SD: Madison Municipal"
5377,15916,XMH,NTGI,"Manihi, French Polynesia: Manihi Airport"
5378,15917,XMN,ZSAM,"Xiamen, China: Gaoqi"
5381,15921,XNN,ZLXN,"Xining, China: Xining Airport"
5383,15925,XQP,MRQP,"Quepos, Costa Rica: Quepos Airport"
5384,15926,XRH,YSRI,"Richmond, Australia: Richmond AFB"
5386,15928,XRY,LEJR,"Jerez de la Frontera, Spain: Jerez"
5387,15929,XSC,MBSC,"South Caicos, Turks and Caicos Islands: South Caicos International"
5388,15930,XSD,KTNX,"Tonopah, NV: Tonopah Test Range"
5390,15932,XSP,WSSL,"Seletar, Singapore: Seletar Airport"
5391,15933,XUZ,ZSXZ,"Xuzhou, China: Xuzhou Airport"
5392,15934,XWA,KXWA,"Granite Point, AK: Granite Point Ndb"
5394,15937,EML,LSME,"Emmen, Switzerland: Emmen Airport"
5405,15949,AKH,OEPS,"Al Kharj, Saudi Arabia: Prince Sultan AB"
5406,15950,IWK,RJOI,"Iwakuni, Japan: Iwakuni MCAS"
5413,15961,WFD,EGCD,"Woodford, United Kingdom: Manchester Woodford"
5420,15971,XXN,OERY,"Willits, CA: Ells Field-Willits Municipal"
5432,15984,XYA,AGGY,"Yandina, Solomon Islands: Yandina Airport"
5433,15986,YAA,CAJ4,"Anahim Lake, Canada: Anahim Lake Airport"
5434,15987,YAC,CYAC,"Cat Lake, Canada: Cat Lake Airport"
5436,15989,YAG,CYAG,"Fort Frances, Canada: Fort Frances Municipal"
5437,15990,YAH,CYAH,"La Grande 4, Canada: La Grande 4 Airport"
5438,15991,YAK,PAYA,"Yakutat, AK: Yakutat Airport"
5439,15992,YAM,CYAM,"Sault Ste. Marie, Canada: Sault Ste. Marie Airport"
5440,15993,YAO,FKKY,"Yaounde, Cameroon: Yaounde Ville"
5441,15994,YAP,PTYA,"Yap, Federated States of Micronesia: Yap International"
5442,15995,YAT,CYAT,"Attawapiskat, Canada: Attawapiskat Airport"
5443,15996,YAU,CTP9,"Kattiniq, Canada: Kattiniq Donaldson"
5445,15998,YAY,CYAY,"St. Anthony, Canada: St. Anthony Airport"
5446,15999,YAZ,CYAZ,"Tofino, Canada: Long Beach"
5447,16000,YBA,CYBA,"Banff, Canada: Banff Airport"
5448,16001,YBB,CYBB,"Kugaaruk, Canada: Kugaaruk Airport"
5449,16002,YBC,CYBC,"Baie Comeau, Canada: Baie Comeau Airport"
5450,16003,YBE,CYBE,"Uranium City, Canada: Uranium City Airport"
5451,16004,YBG,CYBG,"Saguenay, Canada: Bagotville"
5453,16006,YBK,CYBK,"Baker Lake, Canada: Baker Lake Airport"
5454,16007,YBL,CYBL,"Campbell River, Canada: Campbell River Airport"
5456,16009,YBR,CYBR,"Brandon, Canada: Brandon Municipal"
5458,16011,YBT,CYBT,"Brochet, Canada: Brochet Airport"
5459,16012,YBV,CYBV,"Berens River, Canada: Berens River Airport"
5460,16013,YBX,CYBX,"Blanc Sablon, Canada: Blanc Sablon Airport"
5461,16014,YCB,CYCB,"Cambridge Bay, Canada: Cambridge Bay Airport"
5462,16015,YCC,CYCC,"Cornwall, Canada: Cornwall Regional"
5463,16016,YCD,CYCD,"Nanaimo, Canada: Nanaimo Airport"
5465,16018,YCG,CYCG,"Castlegar/Nelson/Trail, Canada: Castlegar West Kootenay Regional"
5466,16019,YCH,CYCH,"Miramichi, Canada: Miramichi Airport"
5468,16021,YCK,CEB3,"Colville Lake, Canada: Colville Lake Tommy Kochon"
5469,16022,YCL,CYCL,"Charlo, Canada: Charlo Airport"
5470,16023,YCM,CYSN,"St. Catharines, Canada: Niagara District"
5471,16024,YCN,CYCN,"Cochrane, Canada: Cochrane Airport"
5472,16025,YCO,CYCO,"Kugluktuk/Coppermine, Canada: Kugluktuk"
5473,16026,YCR,CYCR,"Cross Lake, Canada: Cross Lake Airport"
5474,16027,YCS,CYCS,"Chesterfield Inlet, Canada: Chesterfield Inlet Airport"
5475,16028,YCY,CYCY,"Clyde River, Canada: Clyde River Airport"
5476,16029,YDA,CYDA,"Dawson City, Canada: Dawson City Airport"
5477,16030,YDB,CYDB,"Burwash Landings, Canada: Burwash"
5478,16031,YDF,CYDF,"Deer Lake, Canada: Deer Lake Airport"
5479,16032,YDL,CYDL,"Dease Lake, Canada: Dease Lake Airport"
5480,16033,YDN,CYDN,"Dauphin, Canada: Dauphin Barker"
5481,16034,YDP,CYDP,"Nain, Canada: Nain Airport"
5482,16035,YDQ,CYDQ,"Dawson Creek, Canada: Dawson Creek Airport"
5484,16038,YRI,CYRI,"Riviere-Du-Loup, Canada: Riviere-Du-Loup Airport"
5486,16040,YEC,RKTY,"Yecheon, South Korea: Yecheon Airport"
5488,16042,YEG,CYEG,"Edmonton, Canada: Edmonton International"
5489,16043,YEK,CYEK,"Arviat, Canada: Arviat Airport"
5490,16044,YEL,CYEL,"Elliot Lake, Canada: Elliot Lake Municipal"
5491,16045,YEM,CYEM,"Manitowaning, Canada: Manitoulin East Municipal"
5492,16046,YEO,EGDY,"Yeovilton, United Kingdom: Yeovilton Airport"
5493,16047,YER,CYER,"Fort Severn, Canada: Fort Severn Airport"
5494,16048,YEU,CYEU,"Eureka, Canada: Eureka Airport"
5495,16049,YEV,CYEV,"Inuvik, Canada: Inuvik Airport"
5496,16050,YFB,CYFB,"Iqaluit, Canada: Iqaluit Airport"
5497,16051,YFC,CYFC,"Fredericton, Canada: Fredericton International"
5498,16052,YFO,CYFO,"Flin Flon, Canada: Flin Flon Airport"
5499,16053,YFR,CYFR,"Fort Resolution, Canada: Fort Resolution Airport"
5500,16054,YFS,CYFS,"Fort Simpson, Canada: Fort Simpson Airport"
5502,16056,YGB,CYGB,"Gillies Bay, Canada: Texada Gillies Bay"
5505,16059,YGH,CYGH,"Fort Good Hope, Canada: Fort Good Hope Ice Strip"
5506,16060,YGJ,RJOH,"Yonago, Japan: Miho"
5507,16061,YGK,CYGK,"Kingston, Canada: Kingston Airport"
5508,16062,YGL,CYGL,"La Grande, Canada: La Grande Riviere"
5510,16064,YGP,CYGP,"Gaspe, Canada: Michel Pouliot"
5511,16065,YGQ,CYGQ,"Geraldton, Canada: Geraldton Greenstone Regional"
5512,16066,YGR,CYGR,"Iles de la Madeleine, Canada: Iles de la Madeleine Airport"
5513,16067,YGT,CYGT,"Igloolik, Canada: Igloolik Airport"
5514,16068,YGV,CYGV,"Havre St. Pierre, Canada: Havre St. Pierre Airport"
5515,16069,YGW,CYGW,"Kuujjuarapik, Canada: Kuujjuarapik Airport"
5516,16070,YGX,CYGX,"Gillam, Canada: Gillam Airport"
5517,16072,YGZ,CYGZ,"Grise Fiord, Canada: Grise Fiord Airport"
5518,16073,YHA,CCP4,"Port Hope Simpson, Canada: Port Hope Simpson Airport"
5519,16074,YHD,CYHD,"Dryden, Canada: Dryden Regional"
5520,16075,YHF,CYHF,"Hearst, Canada: Hearst Municipal"
5522,16078,YHM,CYHM,"Hamilton, Canada: John C. Munro Hamilton International"
5523,16079,YHN,CYHN,"Hornepayne, Canada: Hornepayne Municipal"
5524,16080,YHR,CYHR,"Harrington Harbour, Canada: Harrington Harbour Airport"
5525,16081,YHS,CAP3,"Sechelt, Canada: Sechelt Airport"
5526,16082,YHT,CYHT,"Haines Junction, Canada: Haines Junction Airport"
5527,16083,YHU,CYHU,"Montreal, Canada: St. Hubert"
5528,16084,YHY,CYHY,"Hay River, Canada: Hay River Merlyn Carter"
5529,16085,YHZ,CYHZ,"Halifax, Canada: Halifax Stanfield International"
5530,16086,YIB,CYIB,"Atikokan, Canada: Atikokan Municipal"
5531,16087,YIF,CYIF,"Pakuashipi, Canada: St Augustin"
5533,16089,YIH,ZHYC,"Yichang, China: Yichang Sanxia"
5534,16090,YIO,CYIO,"Pond Inlet, Canada: Pond Inlet Airport"
5535,16091,YIP,KYIP,"Detroit, MI: Willow Run"
5536,16092,YIV,CYIV,"Island Lake, Canada: Island Lake Airport"
5537,16093,YIW,ZSYW,"Yiwu, China: Yiwu Airport"
5539,16095,YJT,CYJT,"Stephenville, Canada: Stephenville Airport"
5540,16096,YKA,CYKA,"Kamloops, Canada: Kamloops Airport"
5541,16097,YKF,CYKF,"Kitchener, Canada: Waterloo"
5542,16098,YKG,CYAS,"Kangirsuk, Canada: Kangirsuk Airport"
5543,16099,YKJ,CYKJ,"Key Lake, Canada: Key Lake Airport"
5544,16100,YKL,CYKL,"Schefferville, Canada: Schefferville Airport"
5545,16101,YKM,KYKM,"Yakima, WA: Yakima Air Terminal/McAllister Field"
5546,16102,YKN,KYKN,"Yankton, SD: Chan Gurney Municipal"
5547,16103,YKS,UEEE,"Yakutsk, Russia: Yakutsk Airport"
5548,16104,YKU,CSU2,"Fort George, Canada: Ft. George"
5549,16105,YKX,CYKX,"Kirkland Lake, Canada: Kirkland Lake Airport"
5550,16106,YKZ,CYKZ,"Toronto, Canada: Buttonville Municipal"
5551,16107,YLC,CYLC,"Kimmirut/Lake Harbour, Canada: Lake Harbour"
5552,16108,YLD,CYLD,"Chapleau, Canada: Chapleau Airport"
5553,16109,YLH,CYLH,"Lansdowne House, Canada: Lansdowne House Airport"
5554,16110,YLL,CYLL,"Lloydminster, Canada: Lloydminster Airport"
5556,16112,YLQ,CYLQ,"La Tuque, Canada: La Tuque Airport"
5557,16113,YLR,CYLR,"Leaf Rapids, Canada: Leaf Rapids Airport"
5558,16114,YLT,CYLT,"Alert, Canada: Alert Airport"
5559,16115,YLW,CYLW,"Kelowna, Canada: Kelowna Airport"
5560,16116,YMA,CYMA,"Mayo, Canada: Mayo Airport"
5561,16117,YMB,CAD5,"Merritt, Canada: Merritt Airport"
5562,16119,YMH,CYMH,"Mary's Harbour, Canada: Mary's Harbour Airport"
5563,16120,YML,CYML,"Murray Bay, Canada: Charlevoix"
5564,16121,YMM,CYMM,"Fort McMurray, Canada: Fort McMurray Airport"
5565,16122,YMO,CYMO,"Moosonee, Canada: Moosonee Airport"
5568,16125,YMS,SPMS,"Yurimaguas, Peru: Yurimaguas Airport"
5569,16126,YMT,CYMT,"Chibougamau, Canada: Chapais"
5571,16129,YNA,CYNA,"Natashquan, Canada: Natashquan Airport"
5572,16130,YNB,OEYN,"Yenbo, Saudi Arabia: Prince Abdulmohsin Bin Abdulaziz"
5573,16131,YND,CYND,"Gatineau, Canada: Gatineau-Ottawa Executive"
5574,16132,YNE,CYNE,"Norway House, Canada: Norway House Airport"
5575,16133,YNG,KYNG,"Youngstown/Warren, OH: Youngstown-Warren Regional"
5576,16134,YNH,CYNH,"Hudson's Hope, Canada: Hudson's Hope Airport"
5577,16135,YNJ,ZYYJ,"Yanji, China: Chaoyangchuan"
5579,16137,YNL,CYNL,"Points North Landing, Canada: Points North Landing Airport"
5580,16138,YNM,CYNM,"Matagami, Canada: Matagami Airport"
5581,16139,YNT,ZSYT,"Yantai, China: Laishan"
5582,16140,YNY,RKNY,"Yangyang, South Korea: Yangyang International"
5583,16141,YOC,CYOC,"Old Crow, Canada: Old Crow Airport"
5584,16142,YOD,CYOD,"Cold Lake, Canada: Cold Lake Group/Captain R. W. McNair"
5585,16143,YOG,CNT3,"Ogoki, Canada: Ogoki Airport"
5586,16144,YOJ,CYOJ,"High Level, Canada: High Level Airport"
5587,16145,YOL,DNYO,"Yola, Nigeria: Yola Airport"
5588,16146,YOO,CYOO,"Oshawa, Canada: Oshawa Executive"
5589,16147,YOP,CYOP,"Rainbow Lake, Canada: Rainbow Lake Airport"
5590,16149,YOW,CYOW,"Ottawa, Canada: Ottawa Macdonald Cartier International"
5592,16151,YPA,CYPA,"Prince Albert, Canada: Prince Albert Glass Field"
5593,16152,YPE,CYPE,"Peace River, Canada: Peace River Airport"
5594,16153,YPL,CYPL,"Pickle Lake, Canada: Pickle Lake Airport"
5595,16154,YPN,CYPN,"Port Menier, Canada: Port Menier Airport"
5596,16155,YPO,CYPO,"Peawanuck, Canada: Peawanuck Airport"
5597,16156,YPQ,CYPQ,"Peterborough, Canada: Peterborough Airport"
5598,16157,YPR,CYPR,"Digby Island, Canada: Prince Rupert"
5599,16158,YPS,CYPD,"Port Hawkesbury, Canada: Port Hawkesbury Airport"
5600,16159,YPW,CYPW,"Powell River, Canada: Powell River Airport"
5601,16160,YPX,CYPX,"Povungnituk, Canada: Puvirnituq"
5602,16161,YPY,CYPY,"Fort Chipewyan, Canada: Fort Chipewyan Airport"
5603,16162,YQA,CYQA,"Muskoka, Canada: Muskoka Airport"
5604,16164,YQD,CYQD,"The Pas, Canada: The Pas Airport"
5605,16165,YQF,CYQF,"Red Deer, Canada: Red Deer Regional"
5606,16166,YQG,CYQG,"Windsor, Canada: Windsor Airport"
5607,16167,YQH,CYQH,"Watson Lake, Canada: Watson Lake Airport"
5608,16168,YQI,CYQI,"Yarmouth, Canada: Yarmouth Airport"
5609,16169,YQK,CYQK,"Kenora, Canada: Kenora Airport"
5610,16170,YQL,CYQL,"Lethbridge, Canada: Lethbridge County"
5611,16171,YQM,CYQM,"Moncton, Canada: Greater Moncton Romeo Leblanc International"
5612,16172,YQQ,CYQQ,"Comox, Canada: Comox Airport"
5613,16173,YQR,CYQR,"Regina, Canada: Regina International"
5614,16174,YQT,CYQT,"Thunder Bay, Canada: Thunder Bay Airport"
5615,16175,YQU,CYQU,"Grande Prairie, Canada: Grande Prairie Airport"
5616,16177,YQW,CYQW,"North Battleford, Canada: North Battleford Airport"
5617,16178,YQX,CYQX,"Gander, Canada: Gander International"
5618,16179,YQY,CYQY,"Sydney, Canada: Sydney Airport"
5619,16180,YQZ,CYQZ,"Quesnel, Canada: Quesnel Airport"
5620,16181,YRB,CYRB,"Resolute Bay, Canada: Resolute Bay Airport"
5623,16184,YRJ,CYRJ,"Roberval, Canada: Roberval Airport"
5624,16185,YRL,CYRL,"Red Lake, Canada: Red Lake Airport"
5625,16186,YRQ,CYRQ,"Trois Rivieres, Canada: Trois Rivieres Airport"
5626,16187,YRT,CYRT,"Rankin Inlet, Canada: Rankin Inlet Airport"
5627,16188,YSB,CYSB,"Sudbury, Canada: Sudbury Airport"
5628,16189,YSC,CYSC,"Sherbrooke, Canada: Sherbrooke Airport"
5629,16190,YSF,CYSF,"Stony Rapids, Canada: Stony Rapids Airport"
5630,16191,YSJ,CYSJ,"Saint John, Canada: Saint John Airport"
5631,16192,YSL,CYSL,"St. Leonard, Canada: St Leonard Cyr"
5632,16193,YSM,CYSM,"Fort Smith, Canada: Fort Smith Airport"
5633,16194,YSN,CZAM,"Salmon Arm, Canada: Salmon Arm Airport"
5634,16195,YSP,CYSP,"Marathon, Canada: Marathon Airport"
5636,16197,YST,CYST,"St. Theresa Point, Canada: St. Theresa Point Airport"
5637,16198,YSU,CYSU,"Summerside, Canada: Summerside Airport"
5639,16201,YTA,CYTA,"Pembroke, Canada: Pembroke Airport"
5640,16203,YTF,CYTF,"Alma, Canada: Chesterfield Inlet"
5642,16205,YTH,CYTH,"Thompson, Canada: Thompson Airport"
5644,16207,YTL,CYTL,"Big Trout Lake, Canada: Big Trout Lake Airport"
5648,16212,YTQ,CYTQ,"Tasiujuaq, Canada: Tasiujaq"
5649,16213,YTR,CYTR,"Trenton, Canada: Trenton Airport"
5650,16214,YTS,CYTS,"Timmins, Canada: Victor M Power"
5651,16215,YTZ,CYTZ,"Toronto, Canada: Billy Bishop Toronto City"
5652,16216,YUB,CYUB,"Tuktoyaktuk, Canada: Tuktoyaktuk Airport"
5653,16217,YUL,CYUL,"Montreal, Canada: Pierre Elliott Trudeau International"
5654,16219,YUT,CYUT,"Repulse Bay, Canada: Naujaat"
5655,16221,YUY,CYUY,"Rouyn-Noranda, Canada: Rouyn-Noranda Airport"
5656,16222,YVA,FMCN,"Moroni, Comoros: Iconi"
5657,16223,YVB,CYVB,"Bonaventure, Canada: Bonaventure Airport"
5658,16224,YVC,CYVC,"Lac La Ronge, Canada: La Ronge"
5660,16226,YVO,CYVO,"Val d'Or, Canada: Val d'Or Airport"
5661,16227,YVP,CYVP,"Fort Chimo, Canada: Fort Chimo Airport"
5662,16228,YVQ,CYVQ,"Norman Wells, Canada: Norman Wells Airport"
5663,16229,YVR,CYVR,"Vancouver, Canada: Vancouver International"
5664,16230,YVT,CYVT,"Buffalo Narrows, Canada: Buffalo Narrows Airport"
5665,16231,YWB,CYKG,"Kangiqsujuaq, Canada: Kangiqsujuaq Wakeham Bay"
5666,16232,YWG,CYWG,"Winnipeg, Canada: James Armstrong Richardson International"
5667,16233,YWH,CYWH,"Victoria, Canada: Victoria Inner Harbour"
5668,16234,YWJ,CYWJ,"Deline, Canada: Deline Airport"
5669,16235,YWK,CYWK,"Wabush, Canada: Wabush Airport"
5670,16236,YWL,CYWL,"Williams Lake, Canada: Williams Lake Airport"
5673,16239,YWY,CYWY,"Wrigley, Canada: Wrigley Airport"
5674,16240,YXC,CYXC,"Cranbrook, Canada: Canadian Rockies International"
5675,16241,YXD,CYXD,"Edmonton, Canada: Edmonton City Centre"
5676,16242,YXE,CYXE,"Saskatoon, Canada: John G Diefenbaker International"
5677,16243,YXH,CYXH,"Medicine Hat, Canada: Medicine Hat Airport"
5678,16244,YXJ,CYXJ,"Fort St. John, Canada: Fort St. John Airport"
5679,16245,YXK,CYXK,"Rimouski, Canada: Rimouski Airport"
5680,16246,YXL,CYXL,"Sioux Lookout, Canada: Sioux Lookout Airport"
5681,16247,YXP,CYXP,"Pangnirtung, Canada: Pangnirtung Airport"
5682,16248,YXQ,CYXQ,"Beaver Creek, Canada: Beaver Creek Airport"
5683,16250,YXS,CYXS,"Prince George, Canada: Prince George Airport"
5684,16251,YXT,CYXT,"Terrace, Canada: Terrace Airport"
5685,16252,YXU,CYXU,"London, Canada: London Airport"
5686,16253,YXX,CYXX,"Abbotsford, Canada: Abbotsford Airport"
5687,16254,YXY,CYXY,"Whitehorse, Canada: Erik Nielsen International"
5688,16255,YXZ,CYXZ,"Wawa, Canada: Wawa Airport"
5689,16256,YYB,CYYB,"North Bay, Canada: North Bay Airport"
5690,16258,YYD,CYYD,"Smithers, Canada: Smithers Airport"
5691,16259,YYE,CYYE,"Fort Nelson, Canada: Fort Nelson Airport"
5692,16260,YYF,CYYF,"Penticton, Canada: Penticton Airport"
5693,16261,YYG,CYYG,"Charlottetown, Canada: Charlottetown Airport"
5694,16262,YYH,CYYH,"Taloyoak, Canada: Taloyoak Airport"
5695,16263,YYJ,CYYJ,"Victoria, Canada: Victoria International"
5696,16264,YYL,CYYL,"Lynn Lake, Canada: Lynn Lake Airport"
5697,16265,YYN,CYYN,"Swift Current, Canada: Swift Current Airport"
5698,16266,YYQ,CYYQ,"Churchill, Canada: Churchill Airport"
5699,16267,YYR,CYYR,"Goose Bay, Canada: Goose Bay Airport"
5700,16268,YYT,CYYT,"St. John's, Canada: St. John's International"
5701,16269,YYU,CYYU,"Kapuskasing, Canada: Kapuskasing Airport"
5702,16270,YYY,CYYY,"Mont Joli, Canada: Mont Joli Airport"
5703,16271,YYZ,CYYZ,"Toronto, Canada: Lester B. Pearson International"
5704,16272,YZE,CYZE,"Gore Bay, Canada: Gore Bay/Manitoulin"
5705,16273,YZF,CYZF,"Yellowknife, Canada: Yellowknife Airport"
5706,16274,YZH,CYZH,"Slave Lake, Canada: Slave Lake Airport"
5707,16275,YZP,CYZP,"Sandspit, Canada: Sandspit Airport"
5708,16277,YZS,CYZS,"Coral Harbour, Canada: Coral Harbour Airport"
5709,16278,YZT,CYZT,"Port Hardy, Canada: Port Hardy Airport"
5710,16279,YZV,CYZV,"Sept-Iles, Canada: Sept-Iles Airport"
5712,16281,ZAD,LDZD,"Zadar, Croatia: Zadar Airport"
5713,16282,ZAG,LDZA,"Zagreb, Croatia: Zagreb Airport"
5714,16283,ZAH,OIZH,"Zahedan, Iran: Zahedan International"
5715,16284,ZAL,SCVD,"Valdivia, Chile: Las Marias"
5716,16286,ZAZ,LEZG,"Zaragoza, Spain: Zaragoza AB"
5717,16288,ZBF,CZBF,"Bathurst, Canada: Bathurst Airport"
5718,16291,ZBO,YBWN,"Bowen, Australia: Bowen Airport"
5720,16294,ZCO,SCTC,"Temuco, Chile: Maquehue"
5721,16295,ZEL,CBBC,"Bella Bella, Canada: Denny Island"
5722,16296,ZFA,CZFA,"Faro, Canada: Faro Airport"
5723,16297,ZFM,CZFM,"Fort McPherson, Canada: Fort McPherson Airport"
5724,16298,ZFN,CZFN,"Fort Norman, Canada: Fort Norman Airport"
5725,16299,ZGF,CZGF,"Grand Forks, Canada: Grand Forks Airport"
5726,16300,ZGM,FLNA,"Ngoma, Zambia: Ngoma Airport"
5728,16302,ZHA,ZGZJ,"Zhanjiang, China: Zhanjiang Airport"
5729,16303,ZIG,GOGG,"Ziguinchor, Senegal: Ziguinchor Airport"
5730,16304,ZIH,MMZH,"Ixtapa/Zihuatanejo, Mexico: Ixtapa-Zihuatanejo International"
5731,16305,ZKB,FLKY,"Kasaba Bay, Zambia: Kasaba Bay Airport"
5732,16307,ZLT,CTU5,"La Tabatiere, Canada: La Tabatiere Airport"
5734,16309,ZMT,CZMT,"Masset, Canada: Masset Airport"
5736,16311,ZNC,KZNC,"Nyac, AK: Nyac Airport"
5737,16312,ZND,DRZR,"Zinder, Niger: Zinder Airport"
5738,16313,ZNE,YNWN,"Newman, Australia: Newman Airport"
5740,16315,ZNZ,HTZA,"Zanzibar, Tanzania: Abeid Amani Karume International"
5742,16318,ZOS,SCJO,"Osorno, Chile: Canal Bajo Carlos Hott Siebert"
5743,16319,ZPB,CZPB,"Sachigo Lake, Canada: Sachigo Lake Airport"
5744,16320,ZQN,NZQN,"Queenstown, New Zealand: Queenstown Airport"
5745,16321,ZRH,LSZH,"Zurich, Switzerland: Zurich Airport"
5746,16322,ZSA,MYSM,"San Salvador, The Bahamas: San Salvador International"
5748,16324,ZSS,DISS,"Sassandra, Cote d'Ivoire: Sassandra Airport"
5749,16325,ZST,CZST,"Stewart, Canada: Stewart Airport"
5752,16330,ZUM,CZUM,"Churchill Falls, Canada: Churchill Falls Airport"
5753,16331,ZVA,FMMN,"Miandrivazo, Madagascar: Miandrivazo Airport"
5754,16332,ZVK,VLSK,"Savannakhet, Laos: Savannakhet International"
5755,16333,ZWL,CZWL,"Wollaston Lake, Canada: Wollaston Lake Airport"
5771,16352,ZXT,UBTT,"Cloverdale, CA: Cloverdale Municipal"
5778,16359,ZYL,VGSY,"Sylhet, Bangladesh: Savannakhet"
5779,16360,ZZU,FWUU,"Mzuzu, Malawi: Mzuzu Airport"
5780,16361,ZZV,KZZV,"Zanesville, OH: Zanesville Municipal"
5782,16364,PAC,MPMG,"Panama City, Panama: Marcos A Gelabert International"
5785,16387,ABA,UNAA,"Abakan, Russia: Abakan Airport"
5786,16388,BAT,SBBT,"Barretos, Brazil: Chafei Amsei"
5787,16390,BVU,PABG,"Beluga, AK: Beluga Airport"
5788,16394,MRQ,RPUW,"Marinduque, Philippines: Marinduque Airport"
5789,16399,SDG,OICS,"Sanandaj, Iran: Sanandaj Airport"
5792,16402,TOD,WMBT,"Pulau Tioman, Malaysia: Pulau Tioman Airport"
5793,16403,CPO,SCAT,"Copiapo, Chile: Desierto de Atacama"
5794,16407,CKO,SSCP,"Cornelio Procopio, Brazil: Cornelio Procopio Airport"
5795,16408,IBR,RJAH,"Tokyo, Japan: Hyakuri"
5796,16411,LUM,ZPLX,"Luxi, China: Mangshi"
5797,16413,NAV,LTAZ,"Nevsehir, Turkey: Nevsehir Airport"
5799,16418,MDL,VYMD,"Mandalay, Burma: Mandalay International"
5800,16419,UOS,KUOS,"Sewanee, TN: Franklin County"
5805,16426,ADT,KADH,"Ada, OK: Ada Regional"
5809,16430,DZN,UAKD,"Zhezkazgan, Kazakhstan: Zhezkazgan Airport"
5812,16433,IGS,ETSI,"Ingolstadt, Germany: Ingolstadt Manching"
5813,16434,LEN,LELN,"Leon, Spain: Leon Airport"
5814,16436,MAQ,VTPM,"Mae Sot, Thailand: Mae Sot Airport"
5815,16439,UUD,UIUU,"Ulan-Ude, Russia: Mukhino"
5821,16446,MRO,NZMS,"Masterton, New Zealand: Masterton Airport"
5822,16447,ISU,ORSU,"Sulaymaniyah, Iraq: Sulaymaniyah International"
5823,16448,FSS,EGQK,"Forres, United Kingdom: RAF Kinloss"
5824,16449,PGR,KPGR,"Paragould, AR: Kirk Field"
5825,16450,DCN,YCIN,"Derby, Australia: Curtin"
5831,16457,XCM,CYCK,"Chatham Kent, Canada: Chatham-Kent"
5832,16458,EPA,SADP,"El Palomar, Argentina: El Palomar Airport"
5834,16460,BAZ,SWBC,"Barcelos, Brazil: Barcelos Airport"
