,Code_x,Description,Code_y,City: Airport
1304,11407,"Mercury, NV: Desert Rock",DRA,"Mercury, NV: Desert Rock"
1305,11408,"Derby, Australia: Derby Airport",DRB,"Derby, Australia: Derby Airport"
1306,11409,"Drummond Island, MI: Drummond Island Airport",DRE,"Drummond Island, MI: Drummond Island Airport"
1307,11410,"Drift River, AK: Drift River Airport",DRF,"Drift River, AK: Drift River Airport"
1308,11411,"Deering, AK: Deering Airport",DRG,"Deering, AK: Deering Airport"
1309,11412,"Dirranbandi, Australia: Dirranbandi Airport",DRN,"Dirranbandi, Australia: Dirranbandi Airport"
1310,11413,"Durango, CO: Durango La Plata County",DRO,"Durango, CO: Durango La Plata County"
1311,11414,"Dresden, Germany: Dresden Airport",DRS,"Dresden, Germany: Dresden Airport"
1312,11415,"Del Rio, TX: Del Rio International",DRT,"Del Rio, TX: Del Rio International"
1313,11416,"Drummond, MT: Drummond Airport",DRU,"Drummond, MT: Drummond Airport"
1314,11417,"Darwin, Australia: Darwin International",DRW,"Darwin, Australia: Darwin International"
1315,11418,"Finningley, United Kingdom: Doncaster Sheffield",DSA,"Finningley, United Kingdom: Doncaster Sheffield"
1316,11419,"La Desirade, Guadeloupe: La Desirade Airport",DSD,"La Desirade, Guadeloupe: La Desirade Airport"
1317,11420,"Dessie, Ethiopia: Dessie/Combolcha",DSE,"Dessie, Ethiopia: Dessie/Combolcha"
1318,11421,"Destin, FL: Destin Executive",DSI,"Destin, FL: Destin Executive"
1319,11422,"Dera Ismail Khan, Pakistan: D. I. Khan",DSK,"Dera Ismail Khan, Pakistan: D. I. Khan"
1320,11423,"Des Moines, IA: Des Moines International",DSM,"Des Moines, IA: Des Moines International"
1321,11424,"Delta, UT: Delta Municipal",DTA,"Delta, UT: Delta Municipal"
1322,11425,"Death Valley, CA: Furnace Creek",DTH,"Death Valley, CA: Furnace Creek"
1323,11427,"Detroit Lakes, MN: Detroit Lakes-Wething Field",DTL,"Detroit Lakes, MN: Detroit Lakes-Wething Field"
1324,11428,"Dortmund, Germany: Dortmund Airport",DTM,"Dortmund, Germany: Dortmund Airport"
1325,11429,"Shreveport, LA: Shreveport Downtown",DTN,"Shreveport, LA: Shreveport Downtown"
1326,11430,"Denton, TX: Denton Enterprise",DTO,"Denton, TX: Denton Enterprise"
1327,11431,"Decatur Island, WA: Decatur",DTR,"Decatur Island, WA: Decatur"
1328,11432,"Detroit, MI: Detroit Metropolitan Area",DTT,"Detroit, MI: Detroit Metropolitan Area"
1329,11433,"Detroit, MI: Detroit Metro Wayne County",DTW,"Detroit, MI: Detroit Metro Wayne County"
1330,11434,"Durant, OK: Eaker Field",DUA,"Durant, OK: Eaker Field"
1331,11435,"Dublin, Ireland: Dublin Airport",DUB,"Dublin, Ireland: Dublin Airport"
1332,11436,"Duncan, OK: Halliburton Field",DUC,"Duncan, OK: Halliburton Field"
1333,11437,"Dunedin, New Zealand: Dunedin Airport",DUD,"Dunedin, New Zealand: Dunedin Airport"
1334,11439,"Duck, NC: Pine Island",DUF,"Duck, NC: Pine Island"
1335,11440,"Douglas, AZ: Bisbee Douglas International",DUG,"Douglas, AZ: Bisbee Douglas International"
1336,11441,"DuBois, PA: DuBois Regional",DUJ,"DuBois, PA: DuBois Regional"
1337,11442,"Duncan/Quamichan Lake, Canada: Duncan",DUQ,"Duncan/Quamichan Lake, Canada: Duncan"
1338,11444,"Dusseldorf, Germany: Duesseldorf",DUS,"Dusseldorf, Germany: Duesseldorf"
1339,11445,"Unalaska, AK: Unalaska Airport",DUT,"Unalaska, AK: Unalaska Airport"
1340,11446,"Diavik, Canada: Diavik Airport",DVK,"Diavik, Canada: Diavik Airport"
1341,11447,"Devils Lake, ND: Devils Lake Regional",DVL,"Devils Lake, ND: Devils Lake Regional"
1342,11448,"Davenport, IA: Davenport Municipal",DVN,"Davenport, IA: Davenport Municipal"
1343,11449,"Davao, Philippines: Francisco Bangoy International",DVO,"Davao, Philippines: Francisco Bangoy International"
1344,11450,"Phoenix, AZ: Phoenix - Deer Valley",DVT,"Phoenix, AZ: Phoenix - Deer Valley"
1345,11452,"Davis/Woodland/Winters, CA: Yolo County",DWA,"Davis/Woodland/Winters, CA: Yolo County"
1346,11453,"Houston, TX: David Wayne Hooks Memorial",DWH,"Houston, TX: David Wayne Hooks Memorial"
1347,11454,"Orlando, FL: Walt Disney World",DWS,"Orlando, FL: Walt Disney World"
1348,11455,"Dubai, United Arab Emirates: Dubai International",DXB,"Dubai, United Arab Emirates: Dubai International"
1349,11456,"Danbury, CT: Danbury Municipal",DXR,"Danbury, CT: Danbury Municipal"
1350,11457,"Dayong, China: Hehua",DYG,"Dayong, China: Hehua"
1351,11458,"Anadyr, Russia: Ugolny",DYR,"Anadyr, Russia: Ugolny"
1352,11459,"Abilene, TX: Dyess AFB",DYS,"Abilene, TX: Dyess AFB"
1353,11460,"Dushanbe, Tajikistan: Dushanbe Airport",DYU,"Dushanbe, Tajikistan: Dushanbe Airport"
1354,11461,"Dzaoudzi, Mayotte: Dzaoudzi-Pamandzi",DZA,"Dzaoudzi, Mayotte: Dzaoudzi-Pamandzi"
1355,11462,"Durazno, Uruguay: Durazno Airport",DZO,"Durazno, Uruguay: Durazno Airport"
1356,11463,"Eagle, AK: Eagle Airport",EAA,"Eagle, AK: Eagle Airport"
1357,11464,"Noatak, AK: Eagle Creek Strip",EAG,"Noatak, AK: Eagle Creek Strip"
1358,11466,"Nejran, Saudi Arabia: Nejran Airport",EAM,"Nejran, Saudi Arabia: Nejran Airport"
1359,11467,"Wheatland, WY: Phifer Airfield",EAN,"Wheatland, WY: Phifer Airfield"
1360,11468,"Kearney, NE: Kearney Regional",EAR,"Kearney, NE: Kearney Regional"
1361,11469,"San Sebastian, Spain: San Sebastian Airport",EAS,"San Sebastian, Spain: San Sebastian Airport"
1362,11470,"Wenatchee, WA: Pangborn Memorial",EAT,"Wenatchee, WA: Pangborn Memorial"
1363,11471,"Eau Claire, WI: Chippewa Valley Regional",EAU,"Eau Claire, WI: Chippewa Valley Regional"
1364,11472,"Elba Island, Italy: Marina Di Campo",EBA,"Elba Island, Italy: Marina Di Campo"
1365,11473,"Entebbe/Kampala, Uganda: Entebbe International",EBB,"Entebbe/Kampala, Uganda: Entebbe International"
1366,11474,"El Obeid, Sudan: El Obeid Airport",EBD,"El Obeid, Sudan: El Obeid Airport"
1367,11475,"Esbjerg, Denmark: Esbjerg Airport",EBJ,"Esbjerg, Denmark: Esbjerg Airport"
1368,11476,"Erbil, Iraq: Erbil International",EBL,"Erbil, Iraq: Erbil International"
1369,11477,"St. Etienne, France: Saint Etienne Loire",EBU,"St. Etienne, France: Saint Etienne Loire"
1370,11478,"East Tawas, MI: Iosco County",ECA,"East Tawas, MI: Iosco County"
1371,11479,"Elizabeth City, NC: Elizabeth City CGAS/Regional",ECG,"Elizabeth City, NC: Elizabeth City CGAS/Regional"
1372,11480,"Ercan, Cyprus: Ercan Airport",ECN,"Ercan, Cyprus: Ercan Airport"
1373,11481,"Panama City, FL: Northwest Florida Beaches International",ECP,"Panama City, FL: Northwest Florida Beaches International"
1374,11482,"Newcastle, WY: Mondell Field",ECS,"Newcastle, WY: Mondell Field"
1375,11483,"Rocksprings, TX: Edwards County",ECU,"Rocksprings, TX: Edwards County"
1376,11484,"Edna Bay, AK: Edna Bay Airport",EDA,"Edna Bay, AK: Edna Bay Airport"
1377,11486,"Edenton, NC: Northeastern Regional",EDE,"Edenton, NC: Northeastern Regional"
1378,11487,"Anchorage, AK: Elmendorf AFB",EDF,"Anchorage, AK: Elmendorf AFB"
1379,11488,"Edinburgh, United Kingdom: Edinburgh Airport",EDI,"Edinburgh, United Kingdom: Edinburgh Airport"
1380,11489,"Eldoret, Kenya: Eldoret Airport",EDL,"Eldoret, Kenya: Eldoret Airport"
1381,11490,"Edwards, CA: Edwards AFB",EDW,"Edwards, CA: Edwards AFB"
1382,11491,"Needles, CA: Needles Airport",EED,"Needles, CA: Needles Airport"
1383,11492,"Eek, AK: Eek Airport",EEK,"Eek, AK: Eek Airport"
1384,11493,"Keene, NH: Dillant Hopkins",EEN,"Keene, NH: Dillant Hopkins"
1385,11494,"Eight Fathom Bight, AK: Eight Fathom Bight Airport",EFB,"Eight Fathom Bight, AK: Eight Fathom Bight Airport"
1386,11495,"Houston, TX: Ellington",EFD,"Houston, TX: Ellington"
1387,11496,"Newport, VT: Northeast Kingdom International",EFK,"Newport, VT: Northeast Kingdom International"
1388,11497,"Kefallinia Island, Greece: Argostolion",EFL,"Kefallinia Island, Greece: Argostolion"
1389,11499,"Jiyanklis, Egypt: Jiyanklis AB",EG2,"Jiyanklis, Egypt: Jiyanklis AB"
1390,11500,"Beni Suef, Egypt: Beni Suef Airport",EG3,"Beni Suef, Egypt: Beni Suef Airport"
1391,11501,"Chenega, AK: Chenega Airport",EGA,"Chenega, AK: Chenega Airport"
1392,11502,"Bergerac, France: Bergerac Dordogne Perigord",EGC,"Bergerac, France: Bergerac Dordogne Perigord"
1393,11503,"Eagle, CO: Eagle County Regional",EGE,"Eagle, CO: Eagle County Regional"
1394,11504,"Crestview, FL: Duke Field",EGI,"Crestview, FL: Duke Field"
1395,11505,"Geneina, Sudan: Geneina Airport",EGN,"Geneina, Sudan: Geneina Airport"
1396,11506,"Eagle Pass, TX: Eagle Pass Municipal",EGP,"Eagle Pass, TX: Eagle Pass Municipal"
1397,11507,"Egilsstadir, Iceland: Egilsstadir Airport",EGS,"Egilsstadir, Iceland: Egilsstadir Airport"
1398,11508,"Wellington, KS: Wellington Municipal",EGT,"Wellington, KS: Wellington Municipal"
1399,11510,"Eagle River, WI: Eagle River Union",EGV,"Eagle River, WI: Eagle River Union"
1400,11511,"Egegik, AK: Egegik Airport",EGX,"Egegik, AK: Egegik Airport"
1401,11512,"Cape Newenham, AK: Cape Newenham LRRS",EHM,"Cape Newenham, AK: Cape Newenham LRRS"
1402,11513,"Eagle Harbor, AK: Eagle Harbor Airport",EHR,"Eagle Harbor, AK: Eagle Harbor Airport"
1403,11514,"East Hartford, CT: Rentschler Heliport",EHT,"East Hartford, CT: Rentschler Heliport"
1404,11515,"Eia, Papua New Guinea: Eia Airport",EIA,"Eia, Papua New Guinea: Eia Airport"
1405,11516,"Eisenach, Germany: Eisenach Kindel",EIB,"Eisenach, Germany: Eisenach Kindel"
1406,11517,"Fairbanks, AK: Eielson AFB",EIL,"Fairbanks, AK: Eielson AFB"
1407,11518,"Eindhoven, Netherlands: Eindhoven Airport",EIN,"Eindhoven, Netherlands: Eindhoven Airport"
1408,11519,"Road Town, British Virgin Islands: Terrance B Lettsome",EIS,"Road Town, British Virgin Islands: Terrance B Lettsome"
1409,11520,"Barrancabermeja, Colombia: Yariguies",EJA,"Barrancabermeja, Colombia: Yariguies"
1410,11521,"Wedjh, Saudi Arabia: Wedjh Airport",EJH,"Wedjh, Saudi Arabia: Wedjh Airport"
1411,11522,"Eureka, CA: Murray Field",EKA,"Eureka, CA: Murray Field"
1412,11523,"Elkhart, IN: Elkhart Municipal",EKI,"Elkhart, IN: Elkhart Municipal"
1413,11525,"Elko, NV: Elko Regional",EKO,"Elko, NV: Elko Regional"
1414,11526,"Elizabethtown, KY: Addington Field",EKX,"Elizabethtown, KY: Addington Field"
1415,11527,"Bessemer, AL: Bessemer Airport",EKY,"Bessemer, AL: Bessemer Airport"
1416,11528,"Eagle Lake, TX: Eagle Lake Airport",ELA,"Eagle Lake, TX: Eagle Lake Airport"
1417,11529,"El Banco, Colombia: El Banco Airport",ELB,"El Banco, Colombia: El Banco Airport"
1418,11530,"Elcho Island, Australia: Elcho Island Airport",ELC,"Elcho Island, Australia: Elcho Island Airport"
1419,11531,"El Dorado, AR: South Arkansas Regional at Goodwin Field",ELD,"El Dorado, AR: South Arkansas Regional at Goodwin Field"
1420,11532,"El Fasher, Sudan: El Fasher Airport",ELF,"El Fasher, Sudan: El Fasher Airport"
1421,11533,"El Golea, Algeria: El Golea Airport",ELG,"El Golea, Algeria: El Golea Airport"
1422,11534,"North Eleuthera, The Bahamas: North Eleuthera Airport",ELH,"North Eleuthera, The Bahamas: North Eleuthera Airport"
1423,11535,"Elim, AK: Elim Airport",ELI,"Elim, AK: Elim Airport"
1424,11536,"El Recreo, Colombia: El Recreo Airport",ELJ,"El Recreo, Colombia: El Recreo Airport"
1425,11537,"Elmira/Corning, NY: Elmira/Corning Regional",ELM,"Elmira/Corning, NY: Elmira/Corning Regional"
1426,11538,"Ellensburg, WA: Bowers Field",ELN,"Ellensburg, WA: Bowers Field"
1427,11540,"El Paso, TX: El Paso International",ELP,"El Paso, TX: El Paso International"
1428,11541,"Gassim, Saudi Arabia: Prince Naif Bin Abdulaziz",ELQ,"Gassim, Saudi Arabia: Prince Naif Bin Abdulaziz"
1429,11544,"El Tor, Egypt: El Tor Airport",ELT,"El Tor, Egypt: El Tor Airport"
1430,11545,"Elfin Cove, AK: Elfin Cove Seaplane Base",ELV,"Elfin Cove, AK: Elfin Cove Seaplane Base"
1431,11546,"Ellamar, AK: Ellamar Seaplane Base",ELW,"Ellamar, AK: Ellamar Seaplane Base"
1432,11547,"Ely, NV: Ely Airport/Yelland Field",ELY,"Ely, NV: Ely Airport/Yelland Field"
1433,11548,"Derby, United Kingdom: East Midlands",EMA,"Derby, United Kingdom: East Midlands"
1434,11549,"Emerald, Australia: Emerald Airport",EMD,"Emerald, Australia: Emerald Airport"
1435,11550,"Emmonak, AK: Emmonak Airport",EMK,"Emmonak, AK: Emmonak Airport"
1436,11551,"Kemmerer, WY: Kemmerer Municipal",EMM,"Kemmerer, WY: Kemmerer Municipal"
1437,11552,"Nema, Mauritania: Nema Airport",EMN,"Nema, Mauritania: Nema Airport"
1438,11553,"Emporia, KS: Emporia Municipal",EMP,"Emporia, KS: Emporia Municipal"
1439,11554,"El Monte, CA: San Gabriel Valley",EMT,"El Monte, CA: San Gabriel Valley"
1440,11555,"Kenai, AK: Kenai Municipal",ENA,"Kenai, AK: Kenai Municipal"
1441,11556,"Nancy, France: Nancy Essey",ENC,"Nancy, France: Nancy Essey"
1442,11557,"Enid, OK: Vance AFB",END,"Enid, OK: Vance AFB"
1443,11558,"Centralia, IL: Centralia Municipal",ENL,"Centralia, IL: Centralia Municipal"
1444,11559,"Nenana, AK: Nenana Municipal",ENN,"Nenana, AK: Nenana Municipal"
1445,11561,"Enschede, Netherlands: Twente",ENS,"Enschede, Netherlands: Twente"
1446,11562,"Enugu, Nigeria: Akanu Ibiam International",ENU,"Enugu, Nigeria: Akanu Ibiam International"
1447,11563,"Wendover, UT: Wendover Airport",ENV,"Wendover, UT: Wendover Airport"
1448,11564,"Kenosha, WI: Kenosha Regional",ENW,"Kenosha, WI: Kenosha Regional"
1449,11565,"Medellin, Colombia: Olaya Herrera",EOH,"Medellin, Colombia: Olaya Herrera"
1450,11566,"Keokuk, IA: Keokuk Municipal",EOK,"Keokuk, IA: Keokuk Municipal"
1451,11567,"Ephrata/Moses Lake, WA: Ephrata Municipal",EPH,"Ephrata/Moses Lake, WA: Ephrata Municipal"
1452,11569,"Epinal, France: Epinal Mirecourt",EPL,"Epinal, France: Epinal Mirecourt"
1453,11570,"Epena, Congo (Brazaville): Epena Airport",EPN,"Epena, Congo (Brazaville): Epena Airport"
1454,11571,"Esperance, Australia: Esperance Airport",EPR,"Esperance, Australia: Esperance Airport"
1455,11572,"Esquel, Argentina: Esquel Airport",EQS,"Esquel, Argentina: Esquel Airport"
1456,11573,"Erigavo, Somalia: Erigavo Airport",ERA,"Erigavo, Somalia: Erigavo Airport"
1457,11574,"Erzincan, Turkey: Erzincan Airport",ERC,"Erzincan, Turkey: Erzincan Airport"
1458,11575,"Berdyansk, Ukraine: Berdyansk Airport",ERD,"Berdyansk, Ukraine: Berdyansk Airport"
1459,11576,"Erfurt, Germany: Erfurt Weimar",ERF,"Erfurt, Germany: Erfurt Weimar"
1460,11577,"Erie, PA: Erie International/Tom Ridge Field",ERI,"Erie, PA: Erie International/Tom Ridge Field"
1461,11578,"Erechim, Brazil: Erechim Airport",ERM,"Erechim, Brazil: Erechim Airport"
1462,11579,"Eirunepe, Brazil: Eirunepe Airport",ERN,"Eirunepe, Brazil: Eirunepe Airport"
1463,11580,"Windhoek, Namibia: Eros",ERS,"Windhoek, Namibia: Eros"
1464,11581,"Erdenet, Mongolia: Erdenet Airport",ERT,"Erdenet, Mongolia: Erdenet Airport"
1465,11582,"Kerrville, TX: Kerrville Municipal/Louis Schreiner Field",ERV,"Kerrville, TX: Kerrville Municipal/Louis Schreiner Field"
1466,11583,"Erzurum, Turkey: Erzurum Airport",ERZ,"Erzurum, Turkey: Erzurum Airport"
1467,11584,"Madrid, Spain: Getafe",ES1,"Madrid, Spain: Getafe"
1468,11585,"Esa'ala, Papua New Guinea: Esa'ala Airport",ESA,"Esa'ala, Papua New Guinea: Esa'ala Airport"
1469,11586,"Ankara, Turkey: Esenboga",ESB,"Ankara, Turkey: Esenboga"
1470,11587,"Escanaba, MI: Delta County",ESC,"Escanaba, MI: Delta County"
1471,11588,"Eastsound, WA: Orcas Island",ESD,"Eastsound, WA: Orcas Island"
1472,11590,"Alexandria, LA: Esler Regional",ESF,"Alexandria, LA: Esler Regional"
1473,11591,"Esmeraldas, Ecuador: Coronel Carlos Concha Torres",ESM,"Esmeraldas, Ecuador: Coronel Carlos Concha Torres"
1474,11592,"Easton, MD: Easton/Newnam Field",ESN,"Easton, MD: Easton/Newnam Field"
1475,11593,"Stroudsburg, PA: Stroudsburg Pocono",ESP,"Stroudsburg, PA: Stroudsburg Pocono"
1476,11594,"El Salvador, Chile: Ricardo Garcia Posada",ESR,"El Salvador, Chile: Ricardo Garcia Posada"
1477,11595,"Essen, Germany: Essen Muelheim",ESS,"Essen, Germany: Essen Muelheim"
1478,11596,"Eilat, Israel: Eilat Airport",ETH,"Eilat, Israel: Eilat Airport"
1479,11597,"Eastland, TX: Eastland Municipal",ETN,"Eastland, TX: Eastland Municipal"
1480,11598,"Enterprise, AL: Enterprise Municipal",ETS,"Enterprise, AL: Enterprise Municipal"
1481,11599,"Metz/Nancy, France: Metz Nancy Lorraine",ETZ,"Metz/Nancy, France: Metz Nancy Lorraine"
1482,11600,"Eua, Tonga: Eua Airport",EUA,"Eua, Tonga: Eua Airport"
1483,11601,"Eureka, NV: Eureka Airport",EUE,"Eureka, NV: Eureka Airport"
1484,11602,"Eufaula, AL: Weedon Field",EUF,"Eufaula, AL: Weedon Field"
1485,11603,"Eugene, OR: Mahlon Sweet Field",EUG,"Eugene, OR: Mahlon Sweet Field"
1486,11604,"Laayoune, Morocco: Hassan I International",EUN,"Laayoune, Morocco: Hassan I International"
1487,11605,"St. Eustatius, Bonaire, Sint Eustatius, and Saba: F.D. Roosevelt",EUX,"St. Eustatius, Bonaire, Sint Eustatius, and Saba: F.D. Roosevelt"
1488,11606,"Eva Creek, AK: Eva Creek Airport",EVC,"Eva Creek, AK: Eva Creek Airport"
1489,11608,"Sveg, Sweden: Sveg Airport",EVG,"Sveg, Sweden: Sveg Airport"
1490,11609,"Eveleth, MN: Eveleth Virginia Municipal",EVM,"Eveleth, MN: Eveleth Virginia Municipal"
1491,11610,"Yerevan, Armenia: Zvartnots",EVN,"Yerevan, Armenia: Zvartnots"
1492,11612,"Evansville, IN: Evansville Regional",EVV,"Evansville, IN: Evansville Regional"
1493,11613,"Evanston, WY: Evanston-Uinta County Burns Field",EVW,"Evanston, WY: Evanston-Uinta County Burns Field"
1494,11614,"Evreux, France: Evreux Fauville",EVX,"Evreux, France: Evreux Fauville"
1495,11615,"New Bedford/Fall River, MA: New Bedford Regional",EWB,"New Bedford/Fall River, MA: New Bedford Regional"
1496,11616,"Newton, KS: Newton City County",EWK,"Newton, KS: Newton City County"
1497,11617,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",EWN,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional"
1498,11618,"Newark, NJ: Newark Liberty International",EWR,"Newark, NJ: Newark Liberty International"
1499,11619,"Excursion Inlet, AK: Excursion Inlet Seaplane Base",EXI,"Excursion Inlet, AK: Excursion Inlet Seaplane Base"
1500,11620,"Exeter, United Kingdom: Exeter Airport",EXT,"Exeter, United Kingdom: Exeter Airport"
1501,11621,"George Town, The Bahamas: George Town Airport",EXU,"George Town, The Bahamas: George Town Airport"
1502,11622,"Yelimane, Mali: Yelimane Airport",EYL,"Yelimane, Mali: Yelimane Airport"
1503,11623,"El Yopal, Colombia: El Yopal Airport",EYP,"El Yopal, Colombia: El Yopal Airport"
1504,11624,"Key West, FL: Key West International",EYW,"Key West, FL: Key West International"
1505,11625,"Ezeiza, Argentina: Ministro Pistarini",EZE,"Ezeiza, Argentina: Ministro Pistarini"
1506,11626,"Elazig, Turkey: Elazig Airport",EZS,"Elazig, Turkey: Elazig Airport"
1507,11627,"Murrieta/Temecula, CA: French Valley",F70,"Murrieta/Temecula, CA: French Valley"
1508,11628,"Farnborough, United Kingdom: Farnborough Airport",FAB,"Farnborough, United Kingdom: Farnborough Airport"
1509,11629,"Sorvagur, Denmark: Vagar",FAE,"Sorvagur, Denmark: Vagar"
1510,11630,"Fairbanks, AK: Fairbanks International",FAI,"Fairbanks, AK: Fairbanks International"
1511,11631,"Fajardo, PR: Diego Jimenez Torres",FAJ,"Fajardo, PR: Diego Jimenez Torres"
1512,11632,"False Island, AK: False Island Airport",FAK,"False Island, AK: False Island Airport"
1513,11633,"Roma, TX: Falcon State Park",FAL,"Roma, TX: Falcon State Park"
1514,11634,"Farmington, MO: Farmington Regional",FAM,"Farmington, MO: Farmington Regional"
1515,11635,"Farsund, Norway: Lista",FAN,"Farsund, Norway: Lista"
1516,11636,"Faro, Portugal: Faro Airport",FAO,"Faro, Portugal: Faro Airport"
1517,11637,"Fargo, ND: Hector International",FAR,"Fargo, ND: Hector International"
1518,11638,"Fresno, CA: Fresno Yosemite International",FAT,"Fresno, CA: Fresno Yosemite International"
1519,11639,"Fairmount Island, AK: Fairmount Island Airport",FAU,"Fairmount Island, AK: Fairmount Island Airport"
1520,11640,"Fakarava, French Polynesia: Fakarava Airport",FAV,"Fakarava, French Polynesia: Fakarava Airport"
1521,11641,"Fayetteville, NC: Fayetteville Regional/Grannis Field",FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field"
1522,11642,"Fort Bragg, NC: Simmons AAF",FBG,"Fort Bragg, NC: Simmons AAF"
1523,11643,"Fairbanks, AK: Ladd AAF",FBK,"Fairbanks, AK: Ladd AAF"
1524,11644,"Lubumbashi, Congo (Kinshasa): Lubumbashi International",FBM,"Lubumbashi, Congo (Kinshasa): Lubumbashi International"
1525,11645,"Fort Bridger, WY: Fort Bridger Airport",FBR,"Fort Bridger, WY: Fort Bridger Airport"
1526,11646,"Friday Harbor, WA: Friday Harbor Seaplane Base",FBS,"Friday Harbor, WA: Friday Harbor Seaplane Base"
1527,11647,"Oslo, Norway: Fornebu",FBU,"Oslo, Norway: Fornebu"
1528,11648,"Kalispell, MT: Glacier Park International",FCA,"Kalispell, MT: Glacier Park International"
1529,11649,"Fresno, CA: Fresno Chandler Executive",FCH,"Fresno, CA: Fresno Chandler Executive"
1530,11650,"Minneapolis, MN: Flying Cloud",FCM,"Minneapolis, MN: Flying Cloud"
1531,11651,"Rome, Italy: Fiumicino",FCO,"Rome, Italy: Fiumicino"
1532,11653,"Forde, Norway: Forde Airport",FDE,"Forde, Norway: Forde Airport"
1533,11654,"Fort de France, Martinique: Martinique Aime Cesaire",FDF,"Fort de France, Martinique: Martinique Aime Cesaire"
1534,11655,"Friedrichshafen, Germany: Friedrichshafen Airport",FDH,"Friedrichshafen, Germany: Friedrichshafen Airport"
1535,11656,"Frederick, MD: Frederick Municipal",FDK,"Frederick, MD: Frederick Municipal"
1536,11657,"Frederick, OK: Frederick Regional",FDR,"Frederick, OK: Frederick Regional"
1537,11658,"Bandundu, Congo (Kinshasa): Bandundu Airport",FDU,"Bandundu, Congo (Kinshasa): Bandundu Airport"
1538,11659,"Findlay, OH: Findlay Airport",FDY,"Findlay, OH: Findlay Airport"
1539,11660,"Fergana, Uzbekistan: Fergana Airport",FEG,"Fergana, Uzbekistan: Fergana Airport"
1540,11661,"Fernando de Noronha, Brazil: Fernando de Noronha Airport",FEN,"Fernando de Noronha, Brazil: Fernando de Noronha Airport"
1541,11662,"Freeport, IL: Albertus",FEP,"Freeport, IL: Albertus"
1542,11663,"Fremont, NE: Fremont Municipal",FET,"Fremont, NE: Fremont Municipal"
1543,11664,"Cheyenne, WY: Francis E. Warren AFB Heliport",FEW,"Cheyenne, WY: Francis E. Warren AFB Heliport"
1544,11665,"Fez, Morocco: Saiss International",FEZ,"Fez, Morocco: Saiss International"
1545,11666,"Fairford, United Kingdom: RAF Fairford",FFD,"Fairford, United Kingdom: RAF Fairford"
1546,11667,"Fergus Falls, MN: Fergus Falls Municipal-Einar Mickelson Field",FFM,"Fergus Falls, MN: Fergus Falls Municipal-Einar Mickelson Field"
1547,11668,"Dayton, OH: Wright-Patterson AFB",FFO,"Dayton, OH: Wright-Patterson AFB"
1548,11669,"Frankfort, KY: Capital City",FFT,"Frankfort, KY: Capital City"
1549,11670,"Fderik, Mauritania: Fderik Airport",FGD,"Fderik, Mauritania: Fderik Airport"
1550,11671,"Apia, Samoa: Fagali I",FGI,"Apia, Samoa: Fagali I"
1551,11673,"Fort Huachuca, AZ: Sierra Vista Municipal-Libby AAF",FHU,"Fort Huachuca, AZ: Sierra Vista Municipal-Libby AAF"
1552,11674,"Fire Cove, AK: Fire Cove Airport",FIC,"Fire Cove, AK: Fire Cove Airport"
1553,11675,"Fishers Island, NY: Elizabeth Field",FID,"Fishers Island, NY: Elizabeth Field"
1554,11676,"Kinshasa, Congo (Kinshasa): N'Djili International",FIH,"Kinshasa, Congo (Kinshasa): N'Djili International"
1555,11677,"Fillmore, UT: Fillmore Municipal",FIL,"Fillmore, UT: Fillmore Municipal"
1556,11678,"Finschhafen, Papua New Guinea: Finschhafen Airport",FIN,"Finschhafen, Papua New Guinea: Finschhafen Airport"
1557,11679,"Fitzroy Crossing, Australia: Fitzroy Crossing Airport",FIZ,"Fitzroy Crossing, Australia: Fitzroy Crossing Airport"
1558,11680,"Al-Fujairah, United Arab Emirates: Fujairah International",FJR,"Al-Fujairah, United Arab Emirates: Fujairah International"
1559,11681,"Karlsruhe/Baden-Baden, Germany: Karlsruhe/Baden-Baden Airport",FKB,"Karlsruhe/Baden-Baden, Germany: Karlsruhe/Baden-Baden Airport"
1560,11682,"Kisangani, Congo (Kinshasa): Bangoka International",FKI,"Kisangani, Congo (Kinshasa): Bangoka International"
1561,11683,"Fukui, Japan: Fukui Airport",FKJ,"Fukui, Japan: Fukui Airport"
1562,11684,"Franklin/Oil City, PA: Venango Regional",FKL,"Franklin/Oil City, PA: Venango Regional"
1563,11685,"Fukushima, Japan: Fukushima Airport",FKS,"Fukushima, Japan: Fukushima Airport"
1564,11686,"Zephyrhills, FL: Zephyrhills Municipal",FL1,"Zephyrhills, FL: Zephyrhills Municipal"
1565,11687,"Valkaria, FL: Valkaria Airport",FL2,"Valkaria, FL: Valkaria Airport"
1566,11688,"Chipley, FL: Vosikas",FL3,"Chipley, FL: Vosikas"
1567,11689,"Bunnell, FL: Flagler Executive",FL4,"Bunnell, FL: Flagler Executive"
1568,11690,"Williston, FL: Williston Municipal",FL5,"Williston, FL: Williston Municipal"
1569,11691,"Florencia, Colombia: Gustavo Artunduaga Paredes",FLA,"Florencia, Colombia: Gustavo Artunduaga Paredes"
1570,11692,"Floriano, Brazil: Floriano Airport",FLB,"Floriano, Brazil: Floriano Airport"
1571,11693,"Fond Du Lac, WI: Fond Du Lac County",FLD,"Fond Du Lac, WI: Fond Du Lac County"
